comment_id,text,target,sentiment,opinion_span,intensity,aspect
UgwsMOL1iVrSC4ed4sx4AaABAg,"Quang Hùng chọn người chuẩn thế. Ghi trong Giấy là Negav, Pháp Kiều, Erik là hợp ý luôn",Quang Hùng,positive,chọn người chuẩn thế,moderate,PERSONALITY
UgwsMOL1iVrSC4ed4sx4AaABAg,"Quang Hùng chọn người chuẩn thế. Ghi trong Giấy là Negav, Pháp Kiều, Erik là hợp ý luôn",Pháp Kiều,positive,hợp ý luôn,strong,PERSONALITY
UgwsMOL1iVrSC4ed4sx4AaABAg,"Quang Hùng chọn người chuẩn thế. Ghi trong Giấy là Negav, Pháp Kiều, Erik là hợp ý luôn",Erik,positive,hợp ý luôn,strong,PERSONALITY
Ugws_m4ttHtmeICznqd4AaABAg,❤  Đôi atus hay hơn đôi hurryknh nhiều,đôi atus,positive,hay hơn đôi hurryknh nhiều,strong,TEAMWORK
Ugws_m4ttHtmeICznqd4AaABAg,❤  Đôi atus hay hơn đôi hurryknh nhiều,đôi hurryknh,negative,Đôi atus hay hơn đôi hurryknh nhiều,moderate,TEAMWORK
UgwtH7_R-jbH2pNUADN4AaABAg,"Coi 2 tập gần đây nhất mình phải quay lại để dành lời khen cho anh Dương K, nhạc nào cũng hay, anh Big thì tất nhiên có sự training thí sinh xịn xò, tất cả các bài của team đều là siêu phẩm.",Big,positive,training thí sinh xịn xò,strong,TEAMWORK
UgwtH7_R-jbH2pNUADN4AaABAg,"Coi 2 tập gần đây nhất mình phải quay lại để dành lời khen cho anh Dương K, nhạc nào cũng hay, anh Big thì tất nhiên có sự training thí sinh xịn xò, tất cả các bài của team đều là siêu phẩm.",Dương K,positive,nhạc nào cũng hay,strong,SONG
UgwtH7_R-jbH2pNUADN4AaABAg,"Coi 2 tập gần đây nhất mình phải quay lại để dành lời khen cho anh Dương K, nhạc nào cũng hay, anh Big thì tất nhiên có sự training thí sinh xịn xò, tất cả các bài của team đều là siêu phẩm.",Big,positive,tất cả các bài của team đều là siêu phẩm,strong,SONG
UgwtwpszGHyWAvrCFLp4AaABAg.A5plBFIYJEyA5srLpZkhVm,Như này k cần xem nữa cũng  biết Hiếu Thứ 2 nhất. Bài k ra làm sao thì nhất. Bài top 1 thì 4/4. Thôi từ sau khỏi xem.,Hiếu Thứ 2,negative,Như này k cần xem nữa cũng  biết Hiếu Thứ 2 nhất,strong,PERSONALITY
UgwtwpszGHyWAvrCFLp4AaABAg.A5plBFIYJEyA5srLpZkhVm,Như này k cần xem nữa cũng  biết Hiếu Thứ 2 nhất. Bài k ra làm sao thì nhất. Bài top 1 thì 4/4. Thôi từ sau khỏi xem.,Rap Việt,negative,Bài k ra làm sao thì nhất. Bài top 1 thì 4/4. Thôi từ sau khỏi xem.,strong,SHOW_FORMAT
UgwvK6YacamleapVeBl4AaABAg.ABAFeBJQ9NeACL_o0MJuZs,"thấy ali ko hợp mảng hát lắm,  nhảy với diễn thì ổng giỏi nha, bữa chơi game rương với hiếu ổng diễn đỉnh mà ko ai ngờ lun",ali,negative,ko hợp mảng hát lắm,moderate,VOCAL
UgwvK6YacamleapVeBl4AaABAg.ABAFeBJQ9NeACL_o0MJuZs,"thấy ali ko hợp mảng hát lắm,  nhảy với diễn thì ổng giỏi nha, bữa chơi game rương với hiếu ổng diễn đỉnh mà ko ai ngờ lun",ali,positive,nhảy với diễn thì ổng giỏi,strong,PERFORMANCE
UgwxT6uCLny6WMfM69h4AaABAg,Xem từ giữa chương trình và h quay lại xem từ tập 1..thấy no far no star và 10/10  hay nhất nhưng sốc kết quả của 10/10 quá,Rap Việt,negative,sốc kết quả của 10/10 quá,strong,SHOW_FORMAT
UgwxT6uCLny6WMfM69h4AaABAg,Xem từ giữa chương trình và h quay lại xem từ tập 1..thấy no far no star và 10/10  hay nhất nhưng sốc kết quả của 10/10 quá,no far no star,positive,hay nhất,strong,SONG
UgwxT6uCLny6WMfM69h4AaABAg,Xem từ giữa chương trình và h quay lại xem từ tập 1..thấy no far no star và 10/10  hay nhất nhưng sốc kết quả của 10/10 quá,10/10,positive,hay nhất,strong,SONG
Ugwym2aBW51TETAnwm54AaABAg,"Quang Hùng hay quá ,trí tuệ tuyệt vời ,Winle cũng giỏi nữa ❤❤❤❤❤❤",Quang Hùng,positive,"hay quá ,trí tuệ tuyệt vời",strong,VOCAL
Ugwym2aBW51TETAnwm54AaABAg,"Quang Hùng hay quá ,trí tuệ tuyệt vời ,Winle cũng giỏi nữa ❤❤❤❤❤❤",Winle,positive,giỏi nữa,moderate,VOCAL
UgwzRvUI4EyWVZOYsZZ4AaABAg,"đoán Mikelodic năm nay đi hơi xa đấy:)))) còn Hydra thì Andree biến thành Rapstar thôi , peace!",Hydra,positive,biến thành Rapstar thôi,strong,GENERAL
UgwzRvUI4EyWVZOYsZZ4AaABAg,"đoán Mikelodic năm nay đi hơi xa đấy:)))) còn Hydra thì Andree biến thành Rapstar thôi , peace!",Mikelodic,positive,năm nay đi hơi xa đấy,moderate,GENERAL
UgwzRvUI4EyWVZOYsZZ4AaABAg,"đoán Mikelodic năm nay đi hơi xa đấy:)))) còn Hydra thì Andree biến thành Rapstar thôi , peace!",Rap Việt,positive,peace!,strong,GENERAL
Ugx3bpvG1UxWdX_tUOV4AaABAg,Xem đi xem lại hoài luôn thấy atus mọi thứ đều mờ hết zay trời,atus,negative,mọi thứ đều mờ hết,strong,PERFORMANCE
Ugx3kdiqtzjoLDtqbzZ4AaABAg,"Ngáo ngơ của hth,anh tú atus,erik và jsol mãi đỉnh ~~","Ngáo ngơ của hth,anh tú atus,erik và jsol",positive,mãi đỉnh,strong,VOCAL
Ugx4Kv60C_8It4auS4Z4AaABAg,Negav hơi lù mờ với khách mời nha. Khách mời hát làm mình wow luôn😮😮,Khách mời,positive,hát làm mình wow luôn,strong,VOCAL
Ugx4Kv60C_8It4auS4Z4AaABAg,Negav hơi lù mờ với khách mời nha. Khách mời hát làm mình wow luôn😮😮,Negav,negative,lù mờ,moderate,VOCAL
Ugx4MdKCKAP7Jm1RNo54AaABAg,"Khi nào Gin Tuấn Kiệt về vậy ạ chứ e thấy nhạt quá k có gì nổi bật , nc cũng k nói , mà hát nhảy cũng k hay",Gin Tuấn Kiệt,negative,"nhạt quá k có gì nổi bật , nc cũng k nói , mà hát nhảy cũng k hay",strong,VOCAL
Ugx5KXhOOQoEADtlEyp4AaABAg,"tập này bài nào cũng hay khó mà xếp hạng luôn nhỉ, tính ra bài nào cũng có phần kết quá bùng nổ, khó chọn thật, toàn 9.5 với 9.8 ko",bài,positive,bài nào cũng hay,moderate,SONG
Ugx5KXhOOQoEADtlEyp4AaABAg,"tập này bài nào cũng hay khó mà xếp hạng luôn nhỉ, tính ra bài nào cũng có phần kết quá bùng nổ, khó chọn thật, toàn 9.5 với 9.8 ko",bài,positive,phần kết quá bùng nổ,strong,PERFORMANCE
Ugx6NTMmxUfej9054dB4AaABAg,Khang với An gánh ko nổi,An,positive,gánh ko nổi,strong,TEAMWORK
Ugx6NTMmxUfej9054dB4AaABAg,Khang với An gánh ko nổi,Khang,positive,gánh ko nổi,strong,PERSONALITY
Ugx7125ZGRUV2szla4l4AaABAg,"DLow rời ra Karik là thành mới tập Rap. Ko lên dc
Số phận nó vậy. Biết đâu vog sau Bray đưa lên như Karik từng làm mùa trc.",DLow,positive,Bray đưa lên,moderate,TEAMWORK
Ugx7125ZGRUV2szla4l4AaABAg,"DLow rời ra Karik là thành mới tập Rap. Ko lên dc
Số phận nó vậy. Biết đâu vog sau Bray đưa lên như Karik từng làm mùa trc.",DLow,negative,rời ra Karik là thành mới tập Rap,moderate,TEAMWORK
Ugx71mZutr6LKRYTtT94AaABAg,"1:27:25 ấy, mới dô nói chiện mượt quá chời nè Dươnggg",Dươnggg,positive,nói chiện mượt quá chời,strong,PERSONALITY
Ugx71xLry-sRyUJtHD54AaABAg,Tập này mê Hydra qá. Các bạn ca sĩ hỗ trợ cũng quá đỉnh luôn,Hydra,positive,Tập này mê Hydra qá,strong,PERSONALITY
Ugx71xLry-sRyUJtHD54AaABAg,Tập này mê Hydra qá. Các bạn ca sĩ hỗ trợ cũng quá đỉnh luôn,ca sĩ hỗ trợ,positive,cũng quá đỉnh luôn,strong,PERSONALITY
Ugx9kKCh8-Ir1-w7KEh4AaABAg,Tình đầu quá chén mãi đỉnh,Tình đầu quá chén,positive,mãi đỉnh,strong,SONG
UgxGOHqtyaeBgqJodBx4AaABAg,Giọng QT hợp với bài này ghê. Giọng SL cũng hay nha.❤❤❤,QT,positive,hợp với bài này ghê,strong,VOCAL
UgxGOHqtyaeBgqJodBx4AaABAg,Giọng QT hợp với bài này ghê. Giọng SL cũng hay nha.❤❤❤,SL,positive,cũng hay nha,strong,VOCAL
UgxHFInQft6XnOY0RSd4AaABAg,Hiếu hát hay nha ❤,Hiếu,positive,hay nha,strong,VOCAL
UgxJbp3WX13gAFkeSWJ4AaABAg,"mình đoán 24k năm nay quán quân, 2T á quân",24K,positive,quán quân,moderate,GENERAL
UgxJbp3WX13gAFkeSWJ4AaABAg,"mình đoán 24k năm nay quán quân, 2T á quân",2T,positive,á quân,moderate,GENERAL
UgxJiGd9rN-2R4bgCyt4AaABAg,Tui thích Tage với Song Luân quá. Đoạn 2 người ôm nhau khóc tui xúc động quá. Coi lại tự nhiên thấy rung động hơn lần đầu,Song Luân,positive,tui thích Tage với Song Luân quá,strong,PERSONALITY
UgxJiGd9rN-2R4bgCyt4AaABAg,Tui thích Tage với Song Luân quá. Đoạn 2 người ôm nhau khóc tui xúc động quá. Coi lại tự nhiên thấy rung động hơn lần đầu,Tage,positive,tui thích Tage với Song Luân quá,strong,PERSONALITY
UgxMt_QkQ9UyhmqPv0l4AaABAg,"Respect for 4 hits!! Huỳnh Công Hiếu is a masterpiece of lyricals, Just unlucky for Umie a little but she gonna doing something great in her journey. Thanks & Respect Thái V.G for his word & the thing he do!!! Thanks BRay!! - Some word from ur big fan",BRay,positive,Thanks BRay!!,strong,GENERAL
UgxMt_QkQ9UyhmqPv0l4AaABAg,"Respect for 4 hits!! Huỳnh Công Hiếu is a masterpiece of lyricals, Just unlucky for Umie a little but she gonna doing something great in her journey. Thanks & Respect Thái V.G for his word & the thing he do!!! Thanks BRay!! - Some word from ur big fan",Huỳnh Công Hiếu,positive,masterpiece of lyricals,strong,PERFORMANCE
UgxMt_QkQ9UyhmqPv0l4AaABAg,"Respect for 4 hits!! Huỳnh Công Hiếu is a masterpiece of lyricals, Just unlucky for Umie a little but she gonna doing something great in her journey. Thanks & Respect Thái V.G for his word & the thing he do!!! Thanks BRay!! - Some word from ur big fan",Thái V.G,positive,Thanks & Respect Thái V.G for his word & the thing he do,strong,PERSONALITY
UgxMt_QkQ9UyhmqPv0l4AaABAg,"Respect for 4 hits!! Huỳnh Công Hiếu is a masterpiece of lyricals, Just unlucky for Umie a little but she gonna doing something great in her journey. Thanks & Respect Thái V.G for his word & the thing he do!!! Thanks BRay!! - Some word from ur big fan",Umie,mixed,Just unlucky for Umie a little but she gonna doing something great in her journey,moderate,GENERAL
UgxNo-iHPu6FdhPFHrp4AaABAg,Nhóm nào cũng hút ❤,Nhóm,positive,cũng hút ❤,strong,GENERAL
UgxReCQ0MHitH6QZJmd4AaABAg,Issac hơn t 1 Rhyder:0,Issac,positive,hơn t 1 Rhyder,strong,VOCAL
UgxT2HTc6FY6qusWBbt4AaABAg,"Tập 7 tui coi khoảng 10 lần và mỗi lần coi đều tua đi tua lại cái khoảng giật áo chuyển từ đen sang đủ màu của bài Ngáo ngơ, cả sân khấu bừng sáng đúng như Trấn thành nói là khai mạc festival biển, rất tuyệt vời",Ngáo ngơ,positive,"cả sân khấu bừng sáng đúng như Trấn thành nói là khai mạc festival biển, rất tuyệt vời",strong,STAGE_PRODUCTION
UgxT2HTc6FY6qusWBbt4AaABAg,"Tập 7 tui coi khoảng 10 lần và mỗi lần coi đều tua đi tua lại cái khoảng giật áo chuyển từ đen sang đủ màu của bài Ngáo ngơ, cả sân khấu bừng sáng đúng như Trấn thành nói là khai mạc festival biển, rất tuyệt vời",Ngáo ngơ,positive,cái khoảng giật áo chuyển từ đen sang đủ màu của bài Ngáo ngơ,strong,PERFORMANCE
UgxT2HTc6FY6qusWBbt4AaABAg,"Tập 7 tui coi khoảng 10 lần và mỗi lần coi đều tua đi tua lại cái khoảng giật áo chuyển từ đen sang đủ màu của bài Ngáo ngơ, cả sân khấu bừng sáng đúng như Trấn thành nói là khai mạc festival biển, rất tuyệt vời",Tập 7,positive,tui coi khoảng 10 lần và mỗi lần coi đều tua đi tua lại,strong,GENERAL
UgxT6--kDZCCCUaeGRt4AaABAg,"Captian với Umie hay quá. 

Giai điệu cuốn thật..
  Captian thể hiện quá tốt.. Hát đã hay ... 

Umie hay quá - bài hot",Captian,positive,Captian với Umie hay quá,strong,GENERAL
UgxT6--kDZCCCUaeGRt4AaABAg,"Captian với Umie hay quá. 

Giai điệu cuốn thật..
  Captian thể hiện quá tốt.. Hát đã hay ... 

Umie hay quá - bài hot",Umie,positive,Captian với Umie hay quá,strong,GENERAL
UgxT6--kDZCCCUaeGRt4AaABAg,"Captian với Umie hay quá. 

Giai điệu cuốn thật..
  Captian thể hiện quá tốt.. Hát đã hay ... 

Umie hay quá - bài hot",bài hát,positive,Giai điệu cuốn thật,strong,SONG
UgxT6--kDZCCCUaeGRt4AaABAg,"Captian với Umie hay quá. 

Giai điệu cuốn thật..
  Captian thể hiện quá tốt.. Hát đã hay ... 

Umie hay quá - bài hot",Captian,positive,Captian thể hiện quá tốt,strong,PERFORMANCE
UgxT6--kDZCCCUaeGRt4AaABAg,"Captian với Umie hay quá. 

Giai điệu cuốn thật..
  Captian thể hiện quá tốt.. Hát đã hay ... 

Umie hay quá - bài hot",Captian,positive,Hát đã hay,strong,VOCAL
UgxT6--kDZCCCUaeGRt4AaABAg,"Captian với Umie hay quá. 

Giai điệu cuốn thật..
  Captian thể hiện quá tốt.. Hát đã hay ... 

Umie hay quá - bài hot",Umie,positive,Umie hay quá,strong,GENERAL
UgxT6--kDZCCCUaeGRt4AaABAg,"Captian với Umie hay quá. 

Giai điệu cuốn thật..
  Captian thể hiện quá tốt.. Hát đã hay ... 

Umie hay quá - bài hot",bài hát,positive,bài hot,moderate,SONG
UgxTSN9dtzqOON3IhUh4AaABAg,Bài của song luân hay nhà phối nhạc nhân gian hiện đại nghe cuối phết,Bài của song luân,positive,hay,strong,SONG
UgxTSN9dtzqOON3IhUh4AaABAg,Bài của song luân hay nhà phối nhạc nhân gian hiện đại nghe cuối phết,nhà phối nhạc,positive,nghe cuối phết,strong,SONG
UgxV2BxrH4GWqVB5eKh4AaABAg,"Quá đỉnh luôn, thích Hu, Liu, DT và đặc biệt HTH. Mê rap vì câu từ rất thấm :)",DT,positive,"Quá đỉnh luôn, thích Hu, Liu, DT",strong,PERSONALITY
UgxV2BxrH4GWqVB5eKh4AaABAg,"Quá đỉnh luôn, thích Hu, Liu, DT và đặc biệt HTH. Mê rap vì câu từ rất thấm :)",HTH,positive,"Quá đỉnh luôn, thích Hu, Liu, DT và đặc biệt HTH",strong,PERSONALITY
UgxV2BxrH4GWqVB5eKh4AaABAg,"Quá đỉnh luôn, thích Hu, Liu, DT và đặc biệt HTH. Mê rap vì câu từ rất thấm :)",Hu,positive,"Quá đỉnh luôn, thích Hu",strong,PERSONALITY
UgxV2BxrH4GWqVB5eKh4AaABAg,"Quá đỉnh luôn, thích Hu, Liu, DT và đặc biệt HTH. Mê rap vì câu từ rất thấm :)",Liu,positive,"Quá đỉnh luôn, thích Hu, Liu",strong,PERSONALITY
UgxV2BxrH4GWqVB5eKh4AaABAg,"Quá đỉnh luôn, thích Hu, Liu, DT và đặc biệt HTH. Mê rap vì câu từ rất thấm :)",rap,positive,Mê rap vì câu từ rất thấm,strong,VOCAL
UgxVrFizCxchPj3vzxt4AaABAg,"Team Editor Rap Việt vui lòng xử lý hậu kỳ chuyên nghiệp tí đi ạ, nghe rác tạp âm thôi rồi luôn, nào tiếng chat chit nhảy loạn xạ, nào bị cắt âm ngắt đoạn... Quá uổng phí cho thí sinh tài năng năm nay!",Team Editor Rap Việt,negative,quá uổng phí cho thí sinh tài năng năm nay!,strong,GENERAL
UgxVrFizCxchPj3vzxt4AaABAg,"Team Editor Rap Việt vui lòng xử lý hậu kỳ chuyên nghiệp tí đi ạ, nghe rác tạp âm thôi rồi luôn, nào tiếng chat chit nhảy loạn xạ, nào bị cắt âm ngắt đoạn... Quá uổng phí cho thí sinh tài năng năm nay!",Team Editor Rap Việt,negative,"vui lòng xử lý hậu kỳ chuyên nghiệp tí đi ạ, nghe rác tạp âm thôi rồi luôn",strong,STAGE_PRODUCTION
UgxX22c1Pvfp31DeaZl4AaABAg,"cá nhân mình thấy Team a Big có 4 bài thi hay nhất luôn, hay hơn cả bài của 24KvsYuno( cặp đôi đại chiến nón vàng). team a Big thi cuối thiệt thòi thật đấy",24KvsYuno,negative,hay hơn cả bài của 24KvsYuno,moderate,GENERAL
UgxX22c1Pvfp31DeaZl4AaABAg,"cá nhân mình thấy Team a Big có 4 bài thi hay nhất luôn, hay hơn cả bài của 24KvsYuno( cặp đôi đại chiến nón vàng). team a Big thi cuối thiệt thòi thật đấy",Team a Big,positive,cá nhân mình thấy Team a Big có 4 bài thi hay nhất luôn,strong,SONG
UgxX22c1Pvfp31DeaZl4AaABAg,"cá nhân mình thấy Team a Big có 4 bài thi hay nhất luôn, hay hơn cả bài của 24KvsYuno( cặp đôi đại chiến nón vàng). team a Big thi cuối thiệt thòi thật đấy",Team a Big,positive,team a Big thi cuối thiệt thòi thật đấy,moderate,TEAMWORK
UgxXKTmLOAnLsfchHxZ4AaABAg,"Yuno bai nay hay ne , nhung anh T da co 2 ban vao ck roi , tui hieu vi sao HCH vào",HCH,negative,"nhung anh T da co 2 ban vao ck roi , tui hieu vi sao HCH vào",mild,GENERAL
UgxXKTmLOAnLsfchHxZ4AaABAg,"Yuno bai nay hay ne , nhung anh T da co 2 ban vao ck roi , tui hieu vi sao HCH vào",Yuno,positive,bai nay hay ne,moderate,SONG
UgxXVflS0KD9-z3Y7o14AaABAg,Bảo anh quá đĩnh ❤🎉,Bảo anh,positive,quá đĩnh,strong,PERSONALITY
UgxXpwV597l7N0bO6dt4AaABAg,Có 1 năm nhưng thấy Rhyder phát triển rất đỉnh. Phần trình diễn ATSH rất tuyệt vời!,Rhyder,positive,có 1 năm nhưng thấy Rhyder phát triển rất đỉnh,strong,PERSONALITY
UgxXpwV597l7N0bO6dt4AaABAg,Có 1 năm nhưng thấy Rhyder phát triển rất đỉnh. Phần trình diễn ATSH rất tuyệt vời!,Rhyder,positive,Phần trình diễn ATSH rất tuyệt vời,strong,STAGE_PRODUCTION
UgxaCuqgCTANK_5KefN4AaABAg,Thích anh quang hùng nhất,anh quang hùng,positive,thích anh quang hùng nhất,strong,PERSONALITY
UgxaiCpx9jLMkT88ySp4AaABAg,"Hào quang vs Catch me quá đỉnh, mình k biết cách đánh giá chra khán giả tại trường quay ntn",Hào quang,positive,quá đỉnh,strong,SONG
UgxaiCpx9jLMkT88ySp4AaABAg,"Hào quang vs Catch me quá đỉnh, mình k biết cách đánh giá chra khán giả tại trường quay ntn",Catch me,positive,quá đỉnh,moderate,GENERAL
UgxaiCpx9jLMkT88ySp4AaABAg,"Hào quang vs Catch me quá đỉnh, mình k biết cách đánh giá chra khán giả tại trường quay ntn",khán giả tại trường quay,negative,mình k biết cách đánh giá chra khán giả tại trường quay ntn,moderate,GENERAL
UgxapWY7w5EmLbsIaNF4AaABAg,"Rap việt mong có suboi và Justatee,karik làm bạn giám khảo",Justatee,positive,"mong có suboi và Justatee,karik làm bạn giám khảo",moderate,GENERAL
UgxapWY7w5EmLbsIaNF4AaABAg,"Rap việt mong có suboi và Justatee,karik làm bạn giám khảo",suboi,positive,"mong có suboi và Justatee,karik làm bạn giám khảo",moderate,GENERAL
UgxapWY7w5EmLbsIaNF4AaABAg,"Rap việt mong có suboi và Justatee,karik làm bạn giám khảo",karik,positive,"mong có suboi và Justatee,karik làm bạn giám khảo",moderate,GENERAL
UgxbdIizNatcvGF80Gp4AaABAg,"Cày lại lần này là lần 6 trùng hợp trời thương đặt được vé day6 rùi ạaa, mong được nghe BLCN vang lên tại Mỹ Đình",BLCN,positive,mong được nghe BLCN vang lên tại Mỹ Đình,moderate,SONG
UgxgnxniJu2imtiwHK14AaABAg,MÃI ỦNG HỘ HIEUTHUHAI❤❤❤,HIEUTHUHAI,positive,MÃI ỦNG HỘ,strong,VOCAL
UgxhIOIaYyQv5S3Rmp14AaABAg,Xem chương trình này toàn đàn ông rất là vui vẻ hoà đồng thân thiện vs nhau . Xem sang the face toàn mấy mẻ làm khó làm dễ giận hờn rồi đủ thứ mệt ẻ 😂,anh trai say hi,positive,Xem chương trình này toàn đàn ông rất là vui vẻ hoà đồng thân thiện vs nhau,strong,GENERAL
UgxhIOIaYyQv5S3Rmp14AaABAg,Xem chương trình này toàn đàn ông rất là vui vẻ hoà đồng thân thiện vs nhau . Xem sang the face toàn mấy mẻ làm khó làm dễ giận hờn rồi đủ thứ mệt ẻ 😂,the face,negative,Xem sang the face toàn mấy mẻ làm khó làm dễ giận hờn rồi đủ thứ mệt ẻ,strong,GENERAL
UgxhPlJTGWop6kUkFw94AaABAg,Bé Negav nói chuyện mắc cười thấy cưng quá ❤,Bé Negav,positive,nói chuyện mắc cười thấy cưng quá,strong,PERSONALITY
Ugxhn0FEoDwiX9xjmBt4AaABAg,QH đẹp quá,QH,positive,đẹp quá,strong,PERSONALITY
Ugxj3j32aHZf_JzEEkF4AaABAg,"Kết thúc chương trình cũng lâu rồi mà vẫn lụy Quang Hùng MasterD . Ngày nào cũng xem từ fb sang tt rồi yt , những gì có liên quan đến Anh đều xem không chán luôn . 
Chỉ tiếc là đã không biết Anh sớm hơn thôi..",Quang Hùng MasterD,positive,"vẫn lụy Quang Hùng MasterD . Ngày nào cũng xem từ fb sang tt rồi yt , những gì có liên quan đến Anh đều xem không chán luôn . 
Chỉ tiếc là đã không biết Anh sớm hơn thôi..",strong,GENERAL
Ugxl8gjALmrQ28GUv4p4AaABAg,"Regret hay tuyệt luôn ấy, Ali trong bài này rất sáng, kiểu phô dc giọng hát của ảnh",Ali,positive,"trong bài này rất sáng, kiểu phô dc giọng hát của ảnh",strong,VOCAL
Ugxl8gjALmrQ28GUv4p4AaABAg,"Regret hay tuyệt luôn ấy, Ali trong bài này rất sáng, kiểu phô dc giọng hát của ảnh",Regret,positive,hay tuyệt luôn ấy,strong,SONG
Ugxm5bq1-Ys9CTUE1JJ4AaABAg,Má ông krik lại bảo smo95 về với anh bâu phí vcl nghe như kiểu ông clg cũng hay ý,krik,negative,nghe như kiểu ông clg cũng hay ý,strong,PERSONALITY
Ugxm5bq1-Ys9CTUE1JJ4AaABAg,Má ông krik lại bảo smo95 về với anh bâu phí vcl nghe như kiểu ông clg cũng hay ý,anh bâu,negative,về với anh bâu phí vcl,strong,GENERAL
Ugxm5bq1-Ys9CTUE1JJ4AaABAg,Má ông krik lại bảo smo95 về với anh bâu phí vcl nghe như kiểu ông clg cũng hay ý,smo95,neutral,về với anh bâu phí vcl,strong,GENERAL
UgxpjgzE500UtbRkQ114AaABAg,"Coi lại từ đầu,coi hoài luôn lụy CT quá ủng hộ 31 anh trai, mãi yêu NeGav.",31 anh trai,positive,ủng hộ 31 anh trai,strong,GENERAL
UgxpjgzE500UtbRkQ114AaABAg,"Coi lại từ đầu,coi hoài luôn lụy CT quá ủng hộ 31 anh trai, mãi yêu NeGav.",CT,positive,lụy CT quá ủng hộ,strong,SHOW_FORMAT
